CustomerID,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,CustomerID
77897447,42,F,5,Unknown,Married,$40K - $60K,36,3,3,3,2038.0019499613843,0,2037.996560742324,0.785597966305656,1238,28,0.7537352281478304,-0.02002669994839512,77890503
77908802,43,F,3,Uneducated,Single,Unknown,32,5,1,1,1438.3073067184118,491,947.3121004154306,0.49964328154134996,5016,86,0.6073519472536687,0.33384532400656647,77890504
77903751,60,M,0,High School,Single,$80K - $120K,36,1,2,3,34516.00905943794,806,33709.99363802743,0.7523613622613841,13434,102,0.6777211025350693,0.03449386753150632,77890505
77911232,51,F,2,Doctorate,Married,Unknown,45,6,6,2,6500.99231078026,0,6501.010065335094,0.6559136396726948,5074,81,0.6776980333430246,0.0060746789109878555,77890506
77899425,43,M,5,Graduate,Married,$60K - $80K,25,1,2,3,4258.9982981641215,0,4258.991238649085,0.9348060777643155,7993,71,0.6456425199232498,0.005392613825429418,77890507
77905991,52,F,3,Graduate,Single,Less than $40K,38,2,3,4,2437.0003357003056,0,2436.9961791759774,0.9078193286292525,3068,53,0.6524863666265232,-0.002822660674116594,77890508
77893275,41,M,2,Uneducated,Divorced,$120K +,29,3,2,2,15911.00207874546,896,15015.01911890052,0.945029848724055,1270,33,0.8205623735347463,0.051817239518607366,77890509
77892666,53,M,3,High School,Married,$120K +,44,4,2,0,9024.98509537133,1005,8019.998910924405,0.5770263637033582,4412,87,0.7069446214874671,0.11546347052002606,77890510
77908935,36,F,2,Doctorate,Single,Unknown,23,5,2,3,6966.006070595032,905,6060.998685517593,0.7491187352949589,4855,69,0.4983331816762206,0.14110111791917324,77890511
77905682,48,F,3,High School,Unknown,Less than $40K,37,4,2,1,2363.00327707003,978,1385.0090446183376,0.6713056910133482,2635,40,0.5493451879111105,0.404999259432768,77890512
77899497,37,M,4,High School,Married,$60K - $80K,24,3,1,4,5335.0076404355195,2145,3189.9969749838365,0.8771465939845264,1888,43,0.43871251903931463,0.4181222695639989,77890513
77894515,55,F,3,High School,Single,$40K - $60K,47,5,4,3,2687.000984180138,1689,998.0001042473123,0.6948656582595075,2370,34,0.7961294920337786,0.6293171205841239,77890514
77906305,51,F,3,High School,Married,Less than $40K,36,4,2,1,3007.0105535824077,2517,489.98157369020294,0.7213081194762914,4985,84,1.0083196238283396,0.8226600565046158,77890515
77911731,33,F,2,Doctorate,Single,Unknown,21,4,3,4,5297.000966167784,0,5296.990108297875,0.7702449307071023,2655,62,0.5481362863171197,-0.00885858679757633,77890516
77901694,48,M,3,Graduate,Married,$80K - $120K,38,3,3,3,31500.991532568525,0,31500.9936714899,0.7086268335510991,3742,75,0.7638015202934701,0.0036585289738250617,77890517
77908042,43,F,4,Graduate,Married,Less than $40K,38,4,2,2,2655.028172878566,1650,1004.9858457993925,0.7128893310018829,4025,62,0.595450075650612,0.6269464840517892,77890518
77911610,50,F,3,Graduate,Married,Unknown,39,5,3,2,3229.991595327231,1172,2058.0028862978793,0.5279960628708933,4419,64,0.7223716950812947,0.36050439841008525,77890519
77896471,40,F,5,Unknown,Married,$40K - $60K,24,1,1,2,2803.004876697398,1747,1055.9945939199106,0.9463939507751369,5089,71,1.0299258692955737,0.6264701584499613,77890520
77899201,58,M,3,High School,Married,$60K - $80K,46,5,3,2,8184.0157267163495,1205,6978.992036366481,0.9740673033185434,2140,49,0.6828544916992034,0.14810598722147686,77890521
77906301,50,F,1,Unknown,Single,Less than $40K,40,4,1,2,2318.993947330795,1026,1292.9964414061676,0.5167478555630639,4099,74,0.7142998397469779,0.43851919297888065,77890522
77904839,44,M,3,Graduate,Unknown,Less than $40K,39,5,2,4,2978.0098913136435,2134,843.9870071306414,0.581161685310999,1413,46,0.40667861258274746,0.7231877555637365,77890523
77897245,58,F,1,Uneducated,Unknown,$40K - $60K,39,5,1,1,2405.997650000519,0,2406.013176303009,1.0243707037021976,4450,73,0.6825309649767695,-0.008050581215713169,77890524
77896119,43,F,5,College,Single,$40K - $60K,32,2,3,1,11508.001083909776,0,11507.994771535685,1.0130310467617278,5242,74,0.5682655715266517,0.0027339503100071156,77890525
77891824,55,M,1,Unknown,Unknown,$120K +,46,4,1,2,19849.022590216104,2205,17643.99065236123,0.7879542362135795,3657,66,0.720092939046654,0.10836706522164695,77890526
77891992,48,M,2,Graduate,Married,$120K +,37,3,1,2,8955.994004154465,1279,7677.00440050441,0.8446996628713855,4814,73,1.2121889564764199,0.1380742447733106,77890527
77907042,43,F,3,Graduate,Married,Less than $40K,31,6,1,3,2638.991923446282,0,2638.9974623590992,0.9071047646390282,4892,85,0.7784680437488494,-0.0032707581290872096,77890528
77903690,54,M,4,Graduate,Married,$80K - $120K,34,2,3,2,14925.998351922046,2517,12409.003964601243,1.99901311418959,1576,25,1.4899752965793394,0.1736697227135293,77890529
77898988,47,M,4,Uneducated,Married,$60K - $80K,42,4,1,2,5715.019618521001,1214,4500.985169477832,0.8680077967755353,3685,63,0.6655323595762552,0.2224622103002912,77890530
77893516,37,M,3,Graduate,Married,$120K +,25,3,3,0,15016.997866552982,1733,13283.997702485392,0.6451827075891639,2076,58,0.4780298336701174,0.10949852493164217,77890531
77906868,49,F,2,Uneducated,Married,Less than $40K,41,5,1,3,2189.002459490248,1860,328.99762095167756,0.844623683851506,4195,81,0.654994002264658,0.8676817314989528,77890532
77902613,49,M,2,Graduate,Married,$80K - $120K,36,4,2,2,20533.0002715595,1321,19212.00450696708,0.7015757542496871,3918,78,0.5050939548539751,0.057634811633144906,77890533
77897684,41,M,3,Graduate,Single,$60K - $80K,29,5,3,3,2774.996982831373,1664,1110.9973808791876,0.8205335600844479,2478,52,0.9205713841844614,0.5871484053609258,77890534
77898913,47,M,2,Uneducated,Single,$60K - $80K,36,3,3,2,12509.980123434505,1871,10639.00138376551,0.744158259704695,14018,128,0.7755113819071368,0.13689404666030514,77890535
77899168,50,M,1,Graduate,Divorced,$60K - $80K,44,3,4,3,7049.984683378379,1008,6041.989263258913,0.6422263489728739,2176,39,0.5535404708186953,0.14268490314411836,77890536
77906730,42,F,3,Uneducated,Divorced,Less than $40K,28,6,2,4,2028.9890062235095,1377,652.0037361164273,0.8413273007607431,4014,86,0.6928123332668638,0.6835024607224908,77890537
77901997,55,M,2,Graduate,Single,$80K - $120K,36,5,1,1,34516.01084840288,1316,33199.99676366547,0.800065767407376,3542,60,0.7137205933895395,0.03474099051088483,77890538
77908576,41,F,2,Post-Graduate,Married,Unknown,31,6,1,3,20758.016287794046,0,20757.995268718652,0.7072636038355943,1555,32,0.6793174828441182,-0.0013810417098120416,77890539
77910517,38,F,3,Doctorate,Single,Unknown,32,6,4,4,3071.991402142223,1970,1101.9922369507715,0.6520976495854258,4245,82,0.9463485690988055,0.6356786473178627,77890540
77908819,53,F,3,Graduate,Married,Unknown,45,6,1,3,1881.9878710961314,0,1882.0022859134433,0.8126034264734684,5221,87,0.8917724267544824,0.0006120258858959211,77890541
77901144,49,M,4,Graduate,Single,$60K - $80K,36,1,4,5,5661.999006607887,1484,4178.017341285599,0.4527535024226164,1693,25,0.24468833272255464,0.254010908879217,77890542
77910948,54,F,2,High School,Single,Unknown,44,4,3,4,3777.998811924376,0,3777.992123261384,0.7430046705649382,2367,45,0.4677444524521121,-0.02519665008265807,77890543
77908054,46,F,3,Graduate,Divorced,Less than $40K,37,6,1,0,9013.012390499227,0,9013.007266826924,0.6156496207474745,3819,71,0.625370577014796,0.014997117999509764,77890544
77907823,48,F,2,High School,Single,Less than $40K,36,3,3,3,5483.000125051274,535,4947.993567427517,0.675298188985075,2051,49,0.633249562840094,0.09315827466489902,77890545
77898440,51,M,3,Unknown,Married,$60K - $80K,36,4,3,4,5992.991086675481,1582,4411.002756785128,0.4572890589878271,3464,64,0.693068520171775,0.2766435361537595,77890546
77890681,53,M,1,Uneducated,Unknown,$120K +,47,4,2,2,20782.991751883394,1257,19525.999292443852,0.7285685698309565,3819,76,0.6264498728318803,0.05147241344372672,77890547
77906750,27,F,1,Post-Graduate,Single,Less than $40K,22,4,1,3,2964.990486095256,1635,1330.0031972403337,0.6991968074282956,2553,59,0.5474536458362158,0.5572316601528097,77890548
77905232,47,F,2,Unknown,Married,Less than $40K,35,3,3,2,2793.00828923638,1517,1276.0083342824562,0.6968284288972163,3485,72,0.8881992916045791,0.5267185228525707,77890549
77910238,61,F,0,Unknown,Unknown,Unknown,36,4,2,2,1800.996320036765,0,1800.9915726274648,1.2420623517297653,3193,62,1.4846857676302054,-0.013927364487389729,77890550
77894187,36,F,3,Graduate,Single,$40K - $60K,22,1,3,1,2012.9943511620575,0,2013.0085305031605,0.6164314972012316,2425,50,0.9486848615614782,0.012296946032712539,77890551
77899546,43,M,3,College,Married,$60K - $80K,36,2,3,3,1438.289922890375,0,1438.2995092763592,0.5330663611677415,1707,38,1.1128693245409453,0.016658677411589405,77890552
77896959,39,F,2,High School,Single,$40K - $60K,26,6,3,2,3141.992287590932,1639,1502.9921003589316,1.001387151563462,3046,56,1.1522728980034664,0.5175980870716427,77890553
77894775,44,F,4,Unknown,Unknown,$40K - $60K,31,2,2,3,23981.006980945862,2135,21846.004038068488,0.7584673594049185,7885,86,0.5499456063042467,0.07487777732049548,77890554
77906457,53,F,2,Graduate,Single,Less than $40K,43,3,3,4,6852.998460519864,1480,5372.99626690793,0.5026437795293058,2833,70,0.5580189001578305,0.2209705273493295,77890555
77891680,47,M,3,Graduate,Unknown,$120K +,36,3,2,3,9396.993281705554,795,8602.000713541234,0.7457466805855195,5265,98,0.5845445443234605,0.09103925801856441,77890556
77908831,46,F,4,Uneducated,Divorced,Unknown,34,2,3,1,8110.002003093003,1549,6561.007203948415,0.8051472320217821,8033,94,0.643751250670839,0.18733682842065114,77890557
77894345,35,F,1,Graduate,Married,$40K - $60K,29,4,2,2,2522.996049873213,1877,646.0096876403645,1.6308063450072765,2005,50,1.184013689967087,0.738177200512824,77890558
77899018,40,M,3,College,Divorced,$60K - $80K,34,3,3,3,19665.992901099533,1180,18486.00356601125,0.8934687594748686,3391,54,0.620553498612355,0.06536990308347983,77890559
77898920,39,M,2,High School,Unknown,$60K - $80K,32,3,2,2,1714.9919316151672,0,1715.0039419665975,0.8796516062093219,5910,91,0.5160751805772515,0.0030503550170878956,77890560
77901642,38,M,2,Uneducated,Single,$80K - $120K,33,1,4,4,32937.99448084643,2089,30848.990709029546,0.7018362480991458,1137,26,0.24757340717758042,0.07538275890445648,77890561
77902188,36,M,2,Unknown,Single,$80K - $120K,29,3,3,5,5345.979300720615,1539,3807.0075640830482,0.794951628145675,2283,51,0.8876055492514027,0.29203331977243857,77890562
77906189,43,F,3,College,Single,Less than $40K,28,3,1,3,1438.3067735574928,0,1438.308423071736,0.8469364530811769,4482,54,0.6343202459593734,0.005291807693131822,77890563
77892454,39,M,1,Graduate,Single,$120K +,24,6,2,4,10074.009060468901,2517,7556.9856373416,0.7861101488993044,1729,52,0.9434888618840238,0.25255286525438414,77890564
77904938,37,M,2,Uneducated,Divorced,Less than $40K,36,3,3,2,11568.000921834246,1846,9721.994574289982,0.7436621904295351,1701,44,1.0933259867231004,0.18016574944321614,77890565
77909667,43,F,3,Uneducated,Single,Unknown,32,5,1,1,1438.3073067184118,491,947.3121004154306,0.49964328154134996,5016,86,0.6073519472536687,0.33384532400656647,77890566
77903273,44,M,2,Uneducated,Married,$80K - $120K,33,3,1,1,34495.999089266035,1665,32831.01355589812,0.8882677274718548,8092,80,0.6807257744329744,0.04925801497554121,77890567
77909826,37,F,3,High School,Married,Unknown,36,6,3,4,11947.990397914193,1281,10666.992101351789,1.170741147180161,2792,51,0.9259961651330034,0.10144115249342693,77890568
77911201,54,F,3,Graduate,Married,Unknown,36,6,1,2,4928.006417709231,1805,3122.9979399181243,0.6377324237375409,4767,90,0.701574355888899,0.36376596929847277,77890569
77900506,40,M,2,College,Divorced,$60K - $80K,36,3,2,1,20304.002881314296,0,20304.015057601566,0.7978907059744034,7494,85,0.6541438051329649,0.007939311886170083,77890570
77892709,55,M,3,Uneducated,Single,$120K +,48,5,2,2,3087.997984468778,1743,1344.9925745267676,0.7498462865927362,3906,68,0.6439395309370983,0.5601546885848951,77890571
77909459,59,F,0,Graduate,Unknown,Unknown,49,2,3,2,9076.001950097292,0,9075.987050464117,0.88666737401539,3048,53,0.6697816516515775,0.00445818156150176,77890572
77900393,41,M,2,Graduate,Married,$60K - $80K,37,1,2,1,3786.0030139512714,1171,2615.0117754805615,0.696265567604718,5369,75,0.5965519749033055,0.31408044101845184,77890573
77905698,45,F,2,Post-Graduate,Single,Less than $40K,36,3,1,3,2735.9855080908947,2043,693.0220746539022,0.806339651785994,4550,84,0.7671633774478418,0.7500354930968633,77890574
77905091,44,F,3,Graduate,Married,Less than $40K,36,3,3,1,1698.9916973080178,0,1699.0068667721628,0.6592926400142622,5495,87,0.659777954095864,0.00173609110437915,77890575
77896004,45,M,3,Post-Graduate,Married,$40K - $60K,30,2,2,2,3820.998643352316,1673,2148.0143505523215,0.8623966146166013,15005,89,0.7155611525491518,0.4458100528905602,77890576
77897613,32,M,0,High School,Single,$60K - $80K,36,1,1,1,6224.007077707405,1965,4259.014813656674,0.7296727686100538,13630,124,0.7045746340760802,0.30750678003736853,77890577
77891991,39,M,3,College,Single,$120K +,30,4,2,1,8842.014873104159,0,8841.991620266128,0.6296253619397029,4493,79,0.7662385156303262,0.008688565751469743,77890578
77901533,57,M,1,Post-Graduate,Unknown,$80K - $120K,36,4,3,3,23713.978895744473,0,23714.017045476077,0.9854835205529661,8463,62,0.8244105722026618,-0.0005204287264928971,77890579
77905302,40,M,3,Doctorate,Unknown,Less than $40K,36,1,1,3,4586.985175460018,1771,2815.9990671813566,0.6336034740920045,7479,83,0.6837052048750768,0.3911421811400912,77890580
77907820,43,F,4,Graduate,Single,Less than $40K,37,5,1,3,2419.0023840791455,0,2418.9872502482954,0.7666117678172445,3888,63,0.8245309421107171,-0.0023455278399574235,77890581
77899219,46,M,4,Graduate,Divorced,$60K - $80K,41,4,2,1,5396.994164776366,2336,3061.0072610008833,0.6685592395435753,4734,96,0.8487455180030992,0.42638100676579077,77890582
77910634,48,F,2,Doctorate,Single,Unknown,36,4,2,3,3137.001620137969,860,2276.9951257669827,0.30071018377419345,1618,34,0.09379157674527197,0.27253327790860266,77890583
77907455,50,F,2,High School,Single,Less than $40K,43,4,2,1,2974.0014017362164,2090,883.9915322031692,0.980235426158915,4297,88,0.8135066755092786,0.7124087428300402,77890584
77899189,40,M,4,Doctorate,Divorced,$60K - $80K,34,4,2,3,23137.981031038813,1727,21410.99558299792,0.7090619892399972,1612,39,1.4376927192810414,0.05958645591806493,77890585
77909793,39,F,3,Graduate,Married,Unknown,28,3,3,3,9370.993901900858,1066,8305.004163369262,0.8969361448006199,4754,78,0.8664302910915137,0.1332323493245739,77890586
77898238,48,M,3,Post-Graduate,Divorced,$60K - $80K,36,3,3,4,2647.9899259196054,0,2648.010559204233,0.726180220499096,3880,74,0.7108738135709715,0.009675236715706139,77890587
77898751,45,M,1,Uneducated,Divorced,$60K - $80K,39,4,2,0,21720.986751069187,1247,20474.014434858822,0.6481446763914753,3937,63,0.6656705865479321,0.04508231442869631,77890588
77895619,41,F,3,College,Single,$40K - $60K,32,2,1,2,3104.018517530895,1954,1149.9926584327013,0.48355607675406953,4699,77,0.9278476863408126,0.635525691198982,77890589
77904268,46,M,4,Uneducated,Married,$80K - $120K,33,1,2,1,13490.010640106488,1567,11922.995865369554,0.7937707551631776,13159,105,0.7396844847461886,0.11961366542979177,77890590
77892182,46,M,4,Graduate,Single,$120K +,34,4,1,2,34515.99605486431,0,34516.00726586725,0.9843379093487117,4143,68,0.6625799015342135,-0.002441927341371983,77890591
77891208,46,M,3,College,Married,$120K +,40,6,3,3,1438.286545798079,0,1438.2990263103006,0.684572714806368,4833,69,0.7749359528920707,-0.009940652401475727,77890592
77898378,60,M,0,Post-Graduate,Married,$60K - $80K,49,5,1,4,3182.0076786510517,1928,1253.9999697777282,0.5129766231528896,1233,35,0.3946581431258952,0.6126136120760302,77890593
77896754,34,F,3,Graduate,Married,$40K - $60K,25,6,2,2,2274.9973185774,1468,806.9905344861686,0.742518465616329,4977,88,0.6996143476764678,0.6356683368600443,77890594
77903621,40,M,2,Graduate,Married,$80K - $120K,31,5,1,2,18692.99997576537,2052,16640.998447455273,0.49847077422014374,1516,44,0.6283602198702046,0.1261500393927544,77890595
77904354,48,M,2,High School,Married,$80K - $120K,39,5,1,3,8091.005629493837,1996,6095.007770700717,0.6525366106604854,1360,28,0.6486392613116605,0.2511837358900679,77890596
77890975,37,M,3,High School,Single,$120K +,36,3,2,2,7360.989349262156,0,7361.012346098584,0.5882179033367188,2109,44,0.5809458705166964,-0.019075735852626667,77890597
77903465,52,M,1,Graduate,Married,$80K - $120K,43,3,1,4,3709.9917529302766,2517,1193.0021405044595,1.5266882457057986,1578,34,0.7071389824253876,0.6831914987844195,77890598
77894701,36,M,1,Uneducated,Married,$40K - $60K,16,5,3,2,3734.980325473816,2027,1708.0002727277279,0.7890347508017379,1672,48,0.6564125701790653,0.5253484192387803,77890599
77908988,48,F,4,Doctorate,Single,Unknown,39,6,1,1,2845.0102545861655,919,1926.0225105245052,0.6683698894370894,2635,43,1.2666804361703068,0.33632610424818404,77890600
77900107,42,M,3,Uneducated,Single,$60K - $80K,30,4,2,3,8302.005554349125,1294,7007.986388937215,0.5627624449024172,3221,66,0.6195543168339415,0.14881372144677862,77890601
77910305,45,F,3,Graduate,Single,Unknown,36,3,3,4,11188.989423321538,2517,8671.993594182892,2.0430691102783416,2959,58,1.246036165365744,0.2396108838373794,77890602
77904428,40,M,4,College,Unknown,$80K - $120K,25,3,3,1,1962.019329933401,0,1962.0073841131186,0.6892272752792905,1179,27,0.6876758978735501,0.016043841106850865,77890603
77899348,45,M,3,High School,Married,$60K - $80K,39,5,1,3,12691.007228257895,777,11913.995706938707,1.324820514186736,1144,42,1.6292688655883718,0.052075429325950454,77890604
77896590,51,F,2,High School,Single,$40K - $60K,32,4,1,2,5351.00809826867,0,5350.999974127028,0.7655668358500257,4596,78,0.5097619648586768,0.004855705524491193,77890605
77892943,45,M,3,Graduate,Unknown,$120K +,36,1,4,3,8858.000008482175,1359,7499.007469505075,0.7473703461936939,14223,103,0.7896882274008548,0.16064402923465215,77890606
77910506,29,F,1,Graduate,Single,Unknown,36,5,2,3,13612.988901741333,1172,12440.99083323215,0.6627068125469815,4253,84,0.7646977732190487,0.10816568802895249,77890607
77904258,45,M,3,Graduate,Single,$80K - $120K,36,6,1,3,12809.996593335649,0,12809.993720600825,1.3642388127162846,3174,74,1.1146839161028292,-0.00268650050621939,77890608
77907155,43,F,3,High School,Unknown,Less than $40K,36,6,2,3,2241.998298103261,0,2241.992553322596,0.6564223379218909,4845,66,0.921626862180622,-0.009595494711841743,77890609
77900228,45,M,2,College,Single,$60K - $80K,29,3,2,4,3841.01007257377,0,3840.9994451049974,0.7934115472085119,2832,48,0.8371004199474713,0.004847135582180638,77890610
77910843,41,F,4,High School,Single,Unknown,36,4,2,3,1438.2919643705447,0,1438.3189754973948,0.5908628892360273,5020,85,0.7099297095681941,0.0117553048918157,77890611
77904519,52,M,4,High School,Married,$80K - $120K,42,6,1,0,5738.0055061391,1112,4625.999176301252,1.5312940102208912,1922,48,0.6705401839900067,0.2001566454128752,77890612
77893567,55,M,0,Graduate,Married,$120K +,42,3,2,1,8301.996876859044,2517,5785.004528843436,0.6617018193939136,1576,34,0.7761697179833835,0.3158069895433589,77890613
77890628,47,M,2,College,Married,$120K +,35,4,3,2,3636.017654664972,1010,2625.994295736411,0.6007938348609061,1564,59,0.6932521960044946,0.28824816878802584,77890614
77909876,44,F,2,Graduate,Married,Unknown,36,3,1,2,6038.013100679384,0,6037.99725733523,0.6664776929813916,4375,81,0.6997182361275166,-0.002672711619010484,77890615
77903714,41,M,2,College,Single,$80K - $120K,35,6,3,3,2647.0033432895525,620,2026.9993771516893,0.6522045126735504,2262,47,0.40400346441033974,0.21657711171282754,77890616
77893062,47,M,3,Doctorate,Unknown,$120K +,41,6,2,2,6143.006511440428,1151,4992.014318434966,0.862586822477577,4330,72,0.8880880058924853,0.19488723787703582,77890617
77904566,44,M,3,Post-Graduate,Single,$80K - $120K,38,5,2,3,19724.014347507746,0,19723.99670553869,0.657341952521815,3830,82,0.6802668171706817,0.019692096451864465,77890618
77908958,49,F,0,Unknown,Single,Unknown,43,6,3,3,2874.003702923148,0,2873.992715746452,0.6625133602853441,4617,89,0.7799118287865138,0.017823700522877847,77890619
77909789,49,M,4,High School,Married,Unknown,32,2,1,3,3519.00535249574,1336,2182.9829669346095,0.5213055299932936,3552,68,0.6192374755617462,0.373626848241468,77890620
77902964,34,M,2,Graduate,Single,$80K - $120K,22,4,3,3,34515.99663237068,1263,33252.99574161651,0.6052561831496641,2759,65,0.8111321343058956,0.052905555032822224,77890621
77909036,45,F,3,Graduate,Single,Unknown,36,1,2,2,4347.989296416814,1830,2517.9886884790617,1.039471495990448,4293,66,0.6956105316155602,0.44099853553570423,77890622
77909776,43,F,4,Graduate,Unknown,Unknown,36,6,5,1,2777.990314862505,2517,260.9853475599149,0.7907770275848736,4575,60,0.7047895375881691,0.9088958163137185,77890623
77902892,52,M,1,Post-Graduate,Unknown,$80K - $120K,40,2,1,2,5519.998031891375,2448,3071.997575082109,0.8631651701021211,14330,116,0.6764465091750945,0.44375512190311145,77890624
77900534,38,M,2,Graduate,Married,$60K - $80K,25,3,3,4,4799.984802821515,1212,3587.990964098586,1.2332398416411228,2935,62,0.8789413664545571,0.27213426297404303,77890625
77891804,36,M,4,High School,Single,$120K +,36,1,3,3,27928.995772468432,1898,26031.00721837361,0.7316894598625071,14755,123,0.7472822787315143,0.07869160688416535,77890626
77891176,49,M,1,Graduate,Married,$120K +,29,2,3,2,7649.9868381206425,2045,5604.993303330266,0.8911404344434031,8609,109,0.7440178196505236,0.27333266081279617,77890627
77903937,44,M,4,College,Married,$80K - $120K,31,2,1,1,3472.006280577889,1687,1785.007625759084,0.6413401784930901,13999,119,0.7300025948929746,0.48166876438917045,77890628
77902175,37,M,4,Graduate,Married,$80K - $120K,28,4,1,2,10020.97984955519,1203,8818.00188937946,0.9156615874663856,1463,40,0.9825719947041417,0.10466696142303175,77890629
77910742,42,F,2,Uneducated,Married,Unknown,37,6,1,1,5098.987221051323,958,4141.005913882117,0.6026897491585997,4025,73,0.5224234089133032,0.1815103117098044,77890630
77911532,54,F,2,Graduate,Married,Unknown,46,5,3,2,3014.0056547719437,794,2219.9945368684384,0.5065435466085163,1488,30,0.5664079294142261,0.2509842376965453,77890631
77893879,53,M,3,College,Single,$120K +,36,6,2,0,34516.023882238354,1901,32615.00558067851,0.9169135631715727,1497,43,1.154783243712053,0.05636983386370846,77890632
77903955,49,M,4,College,Married,$80K - $120K,44,2,3,3,31090.99459566499,966,30125.01355595523,0.5726183660922447,14565,108,0.7428068870602215,0.04190738700071045,77890633
77893630,52,M,1,High School,Single,$120K +,38,3,1,2,19709.00222976713,1924,17785.022519048005,0.47146404517534224,3000,64,0.6417245734150829,0.10017388634276585,77890634
77895507,43,M,4,High School,Married,$40K - $60K,32,2,2,2,7139.004823430015,1512,5626.997119824113,1.0980552102749896,14802,112,0.7486270025527902,0.2080744336002132,77890635
77906982,26,M,0,Graduate,Single,Less than $40K,15,6,3,3,2739.986550857597,2069,670.9936897874503,0.4111168405437061,1997,44,0.40864414257533715,0.7491943234059435,77890636
77902712,57,M,2,Uneducated,Single,$80K - $120K,53,5,2,4,34515.9994395264,2099,32417.011527097107,0.6239649905319079,1233,26,0.852893924965942,0.044546612238216175,77890637
77895718,48,M,4,High School,Married,$40K - $60K,40,5,1,2,2514.0141345880274,2251,262.99535973559335,0.8550468280184091,3942,65,0.6278180833935127,0.8902613553298161,77890638
