default,student,balance,income
No,No,1056.6108304962984,30546.60103437739
No,No,117.64248393177627,46550.26727059632
No,No,596.9641192370044,58088.36045126493
No,No,0,47729.625758197144
No,Yes,541.662755324457,16335.703440602123
No,No,1119.1783034180555,45020.01912170133
No,Yes,810.3209364698351,20498.66581411005
No,No,271.5514377470097,32850.12014480788
No,No,1114.4032365042754,47714.0221084582
No,No,867.0308280535645,33540.97998481107
No,Yes,1176.7894016771984,17632.712103849048
No,No,610.2278186613985,42465.36296406835
No,No,272.61566171553517,55449.338640640206
No,No,449.73508583685907,49643.42644166768
No,Yes,827.7672094003244,10673.526225392208
No,No,430.0000994499006,33925.21959767417
No,No,0,31825.76497192149
No,Yes,1557.3446366822814,18404.594189222033
No,No,928.236966261476,33722.158941567664
No,No,1373.4501632892882,49101.798214189694
No,Yes,951.0729074999845,18601.533237494375
No,Yes,1292.210868505424,23065.850975377016
No,No,582.1887007065551,24760.795733056395
No,Yes,339.42463828091275,19307.98029024997
No,No,409.98232460876574,44641.09011839597
No,No,1216.4515095543343,53639.846827384325
No,No,598.4613921235853,44124.26811464359
Yes,Yes,1486.99812160021,17854.39702807307
No,No,943.7963387137615,59976.83986764444
No,No,0,49525.745020849405
No,Yes,996.2760867665917,20883.240767623753
No,Yes,748.3013403612553,11248.670752734823
No,No,324.7379217820321,15411.518567294279
No,Yes,575.382158489508,16005.681319005704
No,No,441.7382849262531,36012.23589645537
No,No,1188.6421795529354,39526.561265264565
No,No,95.14768019040548,51371.19991475976
No,No,1015.6148374840177,43218.794375242986
No,No,1258.5673927256744,44931.674917746146
No,Yes,1178.2444135284588,7750.2892205592125
No,No,731.5326562544071,43956.06008397284
No,No,350.0887921398716,44455.19951503564
No,No,418.8483454338367,36901.78332812022
No,No,533.2294651813738,39393.54247727477
No,No,95.29697412836799,32359.389028428603
No,Yes,1453.0059320730254,15933.00211098192
No,No,352.6444140314647,39404.74436647615
No,Yes,736.2389354625,14107.993965337568
No,No,1306.4845722752016,41224.62502424323
No,No,1149.145627178988,45194.794662078435
No,No,703.2268907215383,57679.27914251794
No,Yes,1360.8004354123805,18864.308488667928
No,No,31.445080544732832,53287.350301314895
No,No,988.2144580693855,48570.363456632746
No,No,360.01907358436284,23927.546613391198
No,No,647.4835286192732,33226.27754467848
No,Yes,0,9816.789437557558
No,No,445.2418192163041,31974.624506897766
No,Yes,878.5420645010408,17496.741482195568
No,Yes,335.83411857617216,21759.870269695202
No,No,666.6088814343364,30438.468826626668
No,No,813.8766470198643,40737.459776609794
No,No,836.3000716231913,54607.178739543815
No,No,967.4826836817796,33055.110272329846
Yes,Yes,2205.7995211482867,14271.492252975982
No,Yes,1258.1852191443056,11672.222003339657
No,No,1239.8016990845526,40107.172210423094
No,Yes,0,13760.29845568733
No,Yes,927.8877322636066,22473.379610953696
No,Yes,1390.0307825189202,21299.099226533537
No,No,410.49770476795396,53471.21363032554
No,No,73.07654218465666,30681.737535146785
No,No,790.5977592473703,45303.1033141261
No,No,789.4950969838203,32579.90020594738
No,No,791.3604220787432,46319.23611908537
No,No,479.0423789903558,37255.880334280424
No,No,888.6132725502116,28899.791751363664
No,No,1284.386360506357,42831.95461939973
No,Yes,712.2763512802746,23341.950230243223
No,Yes,1290.6201686492095,18408.04908196085
No,No,126.36268539905677,44280.92978856536
No,No,779.3762576956508,61158.8851121863
No,No,697.490957463777,49476.75959928104
No,No,606.9746135483059,43610.03301733712
No,Yes,1802.903333557395,21411.423949024917
No,No,900.0853325974986,41276.56318949867
No,No,966.2802879680921,33440.979299777464
No,No,671.0613596391643,35689.11187391076
No,No,171.5591159598556,23505.992771323195
No,No,1482.4803000631516,45260.61159778482
No,No,640.6627517324735,46464.56593227619
No,Yes,706.1610275419855,18078.351792172925
Yes,Yes,1774.6942230577552,20359.506085567093
No,No,916.4993169230901,25768.407446721325
No,No,1271.2708123604025,36053.50295030609
No,No,110.57290981198253,47339.1087511931
No,No,1747.258881529589,37819.289086019795
Yes,No,1889.599189763037,48956.17158856812
No,No,27.201394650576503,21051.840125970084
No,No,746.2297750573914,35159.85022887879
Yes,Yes,1899.3906258472014,20655.200003262442
No,Yes,813.9945655253488,20391.528948171275
No,No,499.4578150946361,38899.16046100955
No,No,853.1613316608602,36272.45178359106
No,No,474.7273190882879,32064.335105797443
No,No,1235.8761134541733,35838.77701535878
No,No,620.675152595598,44213.77010126196
No,No,220.02856976493445,37880.029647159696
No,Yes,1304.914299318287,18074.07541520214
No,Yes,1608.1525598433504,22358.046702011103
No,No,256.47122755981536,37657.05591679985
No,Yes,1153.6049981538351,19224.975229841857
No,No,771.8958745085192,31170.085283676643
No,Yes,1099.6304221772843,17064.042827958365
No,No,782.8830296639054,40357.133426601875
No,No,444.2649061752725,35924.33879292745
No,No,504.0283787380297,24780.961236920502
No,No,1762.5034019881573,42124.660067393444
No,Yes,850.0961165964607,18618.987907501858
No,No,1412.238721303172,40785.05976942116
No,No,715.4968295886694,47482.565376730476
No,No,1363.5285994213293,55713.04160791288
No,No,493.24188979938685,42495.203084066256
No,No,1354.7525372035793,33375.13169037777
No,Yes,571.293911015155,15416.269354685775
No,No,956.1513521834503,44086.70773423138
No,No,964.8202529853809,34390.74603505664
No,No,552.6343660246578,50513.16423843472
No,No,338.2662016470924,37767.23986289297
No,No,709.1233513562157,44041.6300941084
No,No,978.9782004104584,57839.05373437361
No,No,371.01012781754207,15702.707083035897
Yes,Yes,1572.856480823635,14930.178330683299
No,No,0,40150.217981058995
Yes,No,1964.4768722527547,39054.58914431385
No,No,548.0377834424876,33605.64946865721
No,No,1257.0552216859442,34045.00882472422
No,No,1189.9180569741936,38016.89390285781
No,No,687.6837590148731,39373.579746241485
No,No,845.6989658385336,39899.51268083934
No,Yes,957.6848337701401,19676.34564917226
No,No,233.51684626705094,43326.10537939902
No,Yes,1126.9487439212305,14298.264568672894
No,Yes,488.855176548209,15159.494847533668
No,No,767.9035597804951,44323.57966380064
No,No,561.9257991243951,31388.50564541621
No,Yes,1092.2700127724645,17454.601839530813
No,No,71.78868300358238,31965.744714583598
No,Yes,1839.1436819622172,13625.397930366536
No,Yes,876.0007779067457,22474.57408982362
No,No,554.1078115355915,30357.025977162513
No,No,891.317898050276,43945.04165414087
No,No,464.83633309580193,27324.899687072862
No,Yes,563.5426611001624,24082.039344103076
Yes,No,1530.3531571461247,30003.81715111585
No,No,990.5670261862949,41690.252622558866
No,No,590.3997864987623,42769.2038801219
No,Yes,715.1641095742787,21153.51100817156
No,No,1540.3777266777115,41852.07843582381
No,No,1243.3265184082825,41639.68038163342
No,Yes,235.32849990887553,20909.704753809627
No,No,528.2543231704268,49394.340774525976
No,No,592.2538956228802,30731.201603129037
No,No,705.2049719862391,42683.18724328602
No,No,456.5156439906074,48195.77583707535
No,Yes,470.7175746528061,18052.10499909831
No,Yes,1503.0751298552411,10600.413540323476
No,No,1362.9655954038265,44217.916035229086
No,No,908.7715736879398,45032.845985115215
No,Yes,1096.8202721451462,16148.060006606365
No,No,369.2219424756529,47835.09104531416
No,No,673.3998990463482,50256.29021187211
No,No,1038.500007521527,51173.14137637735
No,No,0,28762.923779748427
No,No,527.1940865733084,32431.118259603863
No,No,817.4693368161046,32974.42735243067
No,Yes,1549.0427545174239,19702.293205825998
No,Yes,566.7137893516307,11853.953166818152
No,No,1496.056464875905,24935.918742096153
No,No,862.6566564166505,42844.8340023417
No,No,1259.1494178925677,31263.641081672
No,No,1025.0388330316234,43510.049637857555
No,Yes,703.2777871027372,14793.74267668931
No,Yes,1082.3914973458864,15175.361214921595
No,No,910.4490235336277,44054.916423269555
No,Yes,996.5438621607958,16995.66040494806
No,No,353.77822600897343,58514.31807647715
No,Yes,782.7108275006302,13300.297468343819
No,No,1716.5954182442392,51056.86828679774
No,Yes,502.898638357521,15153.965762644957
No,No,1033.4684685052316,59203.967663027084
No,No,0,34925.365410100756
No,Yes,1087.083499368333,19263.769581702374
No,No,1047.2442488139354,43899.75924511933
No,No,1056.9273525241056,38367.86794652642
No,Yes,979.2244246328618,26010.887803166646
No,Yes,847.8187062530681,15978.633625650958
No,No,781.7712847630601,50958.79051357079
No,Yes,402.48888682595236,15904.05592080874
No,No,204.7401817145775,17534.290539274214
No,Yes,2022.6746432422706,18336.74316844996
No,No,748.937063784024,44186.617760263776
No,No,838.2756877524191,35917.49061023885
No,No,386.01604929084647,44694.030957029325
No,No,812.3992965256474,49623.10098209136
No,Yes,1809.9265643935928,6985.135945395394
No,No,0,30360.54894381945
No,Yes,1328.1838041190736,24688.473720933674
No,Yes,1464.9360488269904,26716.686374682547
No,No,1200.5651376473854,39718.692656960215
No,No,989.6864199644285,27856.57706066958
No,No,870.7345799257752,35539.27021583042
No,Yes,1200.8473900159438,19849.8314129485
No,Yes,1428.8320473614115,23204.681461038574
No,No,0,33951.288725924365
No,Yes,359.45886653759715,21783.26949133573
No,No,265.68394978665486,40862.75400562566
No,No,1027.7705316920103,44406.836914340034
No,No,729.0474334976183,35042.132996997716
No,No,1042.8049199138914,25867.14771688444
No,No,230.23058789876723,37875.614823143034
No,No,367.4660121832011,30611.272270689682
No,Yes,737.70535394131,20863.799668699852
No,No,18.261285363544516,30349.460422935015
No,No,1257.7602088919139,30834.771368273647
No,No,455.5215132063035,40907.39835376524
No,No,56.967560350470535,35458.48156142067
No,Yes,723.9319852997224,12213.037136841185
No,No,612.3831576774427,41379.76780826063
No,Yes,1220.1776056907022,15308.127071260658
No,No,1222.3476917140724,32363.371050584672
No,No,1165.4911381469558,47684.21944974888
Yes,No,1642.819996638255,46856.94703909203
No,No,944.1735600177813,56088.68379950413
No,No,749.6080039006731,41423.941173178646
No,No,370.37518677766644,31231.007837151417
Yes,No,1991.6491201129943,42133.3731759574
No,No,773.9152265768554,44562.33811693423
No,Yes,817.2498112623944,20480.887056059997
No,No,1060.716219676658,50260.46436591689
Yes,No,1550.4492644131492,56273.51360836382
No,Yes,454.46696221293655,15092.439307714012
No,Yes,1256.2393254151332,17784.55894375222
No,No,1484.3953929752352,36731.30869490294
No,Yes,1050.4773279325136,12661.611630991163
No,No,986.40061892638,45430.47220894232
No,No,717.3419269516882,44266.37654017923
No,No,692.1432226815818,47038.09031969413
Yes,No,1328.89272521776,34710.062365710684
No,No,673.4681910560811,32930.069361280395
No,No,218.63929704308782,48991.39537933422
No,No,1218.166965823737,43954.27748569757
No,Yes,13.516802550350917,19322.54502705241
No,Yes,531.478699850065,21726.55897262401
No,No,165.53815169522989,33436.45573774114
No,Yes,1351.8497223330232,25890.50398849984
No,No,107.28208304961697,54143.96274981652
No,No,947.1935713804361,35604.117192780956
No,Yes,434.5602592261246,14812.64524037667
No,No,1020.0672404886427,37458.87924924815
No,No,662.3053180223241,31597.897616562404
No,Yes,754.4206129209641,20767.683020261593
No,No,289.4895756933645,44412.89510330739
No,No,198.0384092297005,36270.93812022137
No,Yes,516.0604916765751,16615.021962760668
No,No,697.5638089897906,41755.3981466578
No,Yes,502.32478346777873,16947.422934655202
No,Yes,1459.6870830451578,15575.41923337798
No,No,716.9987226892947,34418.26022284906
No,Yes,1037.9727050178165,18324.030056890475
No,No,673.0161171960983,29735.961597091133
No,No,371.92178470125157,41099.772441819354
No,No,89.13495795722281,55604.607531539645
No,No,1273.2801810591202,40895.282770324135
No,No,600.723302967373,18680.516769028018
No,No,905.0381646367895,40711.79889824714
No,No,1061.441562144476,54437.010317302695
No,No,1672.6392483047675,46334.78776334413
No,Yes,883.7026456003246,19750.094002872596
No,No,373.7803300040063,53936.24177699443
No,No,1287.79518693788,52382.6647043692
No,No,1229.7425714789572,48739.927390652614
No,Yes,510.61384695432145,22457.051747513782
No,No,775.6301687168121,27205.857393882303
No,No,1152.9828868865661,50206.576934159144
No,Yes,1303.662589701675,7986.000335834524
No,No,1675.278851732068,28244.50347508676
No,No,398.27773304463244,30001.795060290584
No,Yes,739.9017593967977,25023.873856412232
No,No,226.41769651402285,32018.713630514943
No,No,1217.3217121341856,25173.61960804912
No,No,639.8205582492084,29902.001986779247
No,Yes,883.1669768803265,12717.492231299151
No,No,2.2876109529973974,38186.524272791474
No,No,419.6373476658685,55967.99316726527
No,Yes,1544.140249868313,11102.534743730852
No,No,1101.0150179519908,32153.01359267013
Yes,No,1700.5999134865815,30488.98341045651
No,No,311.82458686811003,48301.05966010459
No,No,442.8302222526753,55074.13082900015
No,No,728.8149600612097,17909.581071592707
No,No,278.87790252013656,37188.66836508461
No,No,758.7023275344906,36625.98955233943
No,No,620.3396794393711,22803.74103383964
No,Yes,1890.1674114752918,18402.464884595593
No,No,0,28951.451895157195
No,Yes,1329.1988422159416,23184.015548533567
No,No,1075.8637723747565,44128.62825640368
No,No,618.5275092228185,54956.99054466208
No,No,1111.0865758202006,27466.89368200655
No,No,864.0397435185412,45881.93020563074
No,No,895.2298096146186,48512.45564117585
No,Yes,954.0304336886076,21908.52715624359
No,No,947.6349327408963,46813.51630809571
No,No,267.3037277440134,23117.92867337824
No,Yes,1366.805783228705,23913.208801308298
No,No,624.7318835092829,38325.17375536383
No,No,13.679382669679967,25221.637668779294
No,No,785.8664856500989,44778.01577567662
No,Yes,1353.0938456950473,18933.49619497017
No,No,480.3212639148299,25553.2628515188
No,No,0,29507.313246921753
No,Yes,1221.971242905945,17916.856089488778
No,Yes,1184.9365230234434,25108.75671181296
No,Yes,478.5720556048159,27512.344899758355
No,No,221.69046189335518,34786.101351558114
No,No,578.3876216876685,41054.13866192769
No,Yes,1361.4584324067198,19576.957131991923
No,Yes,977.8480956027867,19731.960989718835
No,No,1184.4252448815323,36887.43996685497
Yes,Yes,1118.70103943078,21848.442900006266
Yes,No,1119.09724476071,37224.567813512906
No,No,776.3499793073664,31329.484850622466
No,No,1322.2970910843565,51792.40236870883
No,No,878.0264575919464,27438.585115052003
No,No,1268.379514677268,16921.1808790391
No,No,0,32611.373069262485
No,No,0,37262.574093817115
No,Yes,366.78695731406333,25833.063098974948
No,No,747.5610363778748,39898.76908589119
No,No,1787.2851437259953,37499.093547967655
No,Yes,1929.4469802584545,14995.49216849014
No,No,987.1428909570203,27961.31960853385
No,Yes,856.3573684205214,20758.214689172462
No,No,1101.1497070940493,18153.84431659453
No,No,704.184519980701,31515.981678805416
No,No,555.6234366760525,40837.73163608489
No,No,1073.498260598436,44764.11054762013
No,No,1126.2230230127013,32842.65237196029
No,Yes,649.7733185642137,15708.296381202716
No,No,977.6576209972983,43743.496729848506
No,No,1049.8899642061265,42637.511063827864
No,Yes,1383.5663330639009,15764.34587592697
No,Yes,1095.4657395796107,14065.167568003832
No,No,1089.3717909992006,30224.59613046218
No,No,605.2209683061436,21792.321519971665
No,No,1033.8853990166472,49262.045329225715
No,No,1604.7205537547804,38186.98506953929
No,No,826.3270259393122,24679.715044051987
No,Yes,1176.1468232850416,16670.68078627677
No,Yes,1275.0231993873683,19937.098033740403
No,Yes,1290.2831400564396,23538.944142291275
No,No,1133.4741993193252,51414.49595587523
No,No,837.412566855277,37400.49288456245
No,Yes,379.08216668841453,18280.367033800518
No,Yes,1134.1662784980294,12453.363592403399
No,No,0,39120.084789898705
No,No,1491.1748028047382,59394.3830781267
No,Yes,1695.3595856563375,9582.941897122115
No,No,705.5733276387198,54589.23986840941
No,No,239.19336626567645,33743.22655248856
No,Yes,1183.7106414277837,12428.614513924531
No,No,898.7618389120645,38267.08157840996
No,Yes,1524.290400449339,11719.593479098532
No,No,777.0237374180375,35115.01855127982
No,No,1394.7958191952757,26074.9343643672
No,Yes,0,20476.15572453062
No,No,62.57157516018265,47946.76709381548
Yes,No,1981.4518153843592,28127.89547331264
No,No,514.0540347778252,50053.26192580099
No,No,722.788038958828,53714.18606515201
No,No,152.86630415659215,33716.86406080005
No,No,293.1847728536383,35390.28759671216
No,No,0,38613.62049653076
No,Yes,645.3668572291302,17878.364311447716
No,Yes,1515.1528330504466,26046.77208310968
No,Yes,767.439505481761,18846.489221233776
No,Yes,491.8797470534143,21715.226298099045
No,No,0,41389.43527223275
No,No,0,34589.48806018786
No,No,509.155164105994,40132.65920719425
No,Yes,965.5873700854856,16440.0996975194
No,Yes,1868.5400723074715,20489.59810776266
No,No,403.49720580418995,41803.77816257188
No,No,593.1436250687598,37670.93502419249
No,No,0,44547.8655465918
No,No,742.2900158844506,39367.193308130314
No,Yes,1110.100456531919,13013.610567213607
No,No,771.5512952978195,49440.40129446855
No,No,624.3388914975832,42492.75306869585
No,Yes,499.957229779348,22884.952565322244
No,No,1088.637520373439,60650.03613231754
No,No,1556.4919279676808,49669.66887316815
No,Yes,797.0843357314081,23558.68308236622
No,No,415.99250259785987,38215.67804299025
No,Yes,538.2326811660021,26833.039629782812
No,Yes,1181.9347023996265,21086.082007942903
No,Yes,836.0206886270745,9271.789924231065
No,No,104.44321507779182,46928.00549117124
No,No,564.2094785779445,53196.62301942213
No,Yes,804.5394021546798,25091.460766250646
No,No,1028.9536402332665,21218.30351994525
No,No,748.7465836676595,8983.856901771938
No,No,66.63208073499118,28735.974114941237
No,No,452.80222889825797,48034.237712597416
No,Yes,798.4605101136667,27724.06575285085
No,Yes,1941.9029281416767,23467.126966093976
No,No,1446.1010119151497,22996.432302065325
No,No,761.0640982905187,61580.034125346014
No,No,1350.1727283574846,43147.45558379221
No,No,380.95020055996144,36943.36199406074
No,Yes,1602.8496070939511,15906.466797438985
No,No,147.61011548848035,37588.56260992517
No,No,0,36283.08012710539
No,Yes,733.0725123763355,18818.16738209646
No,Yes,1082.7479762680405,26096.337033934815
No,No,779.6573003104764,40804.47570337459
No,No,994.158712170624,65254.07579615041
No,No,769.1813741288856,50070.781546168306
No,Yes,684.0985190962278,4985.169113364498
No,No,442.5633016943199,27898.4653945517
Yes,No,1717.0715925860768,38408.890916726865
No,No,0,36302.528437155954
No,No,1092.3458648539768,44717.01257704213
No,No,497.33495411576035,35146.79877336953
No,Yes,1149.6806549945131,16907.700744130085
Yes,No,1465.2101636432794,58699.983197519716
No,No,565.3176041570564,41789.611001658464
No,Yes,922.1378905024388,12224.185170198303
No,Yes,175.59938060483978,11510.057867831452
No,No,1024.9468188811393,49675.560419035246
No,No,596.8854323036586,54091.62475973599
No,No,750.4104842088658,53084.90748066311
No,Yes,790.8700274328395,14183.970025800287
No,No,112.32787249754051,42386.04855504321
No,Yes,738.3944873157343,16093.28455068752
No,No,1157.8555606887226,54419.80856905978
No,No,1213.2431492552237,45149.51631811203
No,No,1339.6262041855018,41656.0028929824
No,No,588.3124302035718,56520.96251069583
No,No,721.808132499821,56375.72198794433
No,No,680.8207189734285,43843.47411744938
No,Yes,815.4065708734867,12071.762499835748
No,No,1042.5071120410666,37170.10904928381
No,Yes,663.2498681221718,20454.61654932863
No,Yes,1478.6185450644466,18026.471098964932
No,No,337.7567539942778,33655.57243473156
No,Yes,1273.5507196165129,23126.63619911412
No,No,114.17972587798738,49562.98926534405
No,No,0,52295.60092976423
No,Yes,1516.3176892323488,26377.593493919834
No,Yes,898.1146731086128,24164.751100740872
No,No,790.5905821173341,48219.59446657481
No,No,0,29072.721493803852
No,No,1273.2448303305944,49136.47419586844
No,No,1279.200448330501,36063.11410895901
No,Yes,732.7193808889718,14568.747409620124
Yes,No,1763.5790878946143,46227.07454213574
No,Yes,1280.4184484249206,16310.905526913288
No,No,1529.9379953651533,36912.89730157013
No,Yes,345.467636476389,18251.494559288563
No,No,197.98940375168524,33723.985759164265
Yes,Yes,1770.969440526488,15975.537196511857
No,Yes,639.3719435410694,17037.054799848087
No,No,238.81464385707153,23526.71090621513
No,No,390.5558430767373,45338.35721477405
No,Yes,830.1715111069817,19476.587579080395
No,Yes,1378.876075643808,21613.57847016604
No,No,242.40344931582501,37364.42309275871
No,No,1236.5474935522334,36211.49036181674
No,No,1063.7749366931112,34914.27525455233
No,No,126.92317897391308,33819.14332206562
No,No,758.4655012616107,38018.145689663696
No,No,908.9314586446133,68758.87839889454
No,No,558.5183424109873,46297.42541089357
No,No,1819.2423333921147,36969.552515200754
No,Yes,1110.68174400549,19327.57503792683
No,No,723.2433746699935,43459.01185429779
No,No,972.0318640314952,18510.946033197964
No,No,696.0144306496431,40741.420240333464
No,Yes,1178.2489088752632,29362.604609009002
No,Yes,329.5585108770624,19371.812091688298
No,Yes,792.5292384728268,14546.30176770997
No,No,1246.037757695994,33691.72130910221
No,No,591.7607764815391,41670.25738254101
No,No,244.0811388007914,24854.249823643517
No,No,1038.548360060388,49944.865150649624
No,No,679.0745867961529,49488.56398151288
No,No,1061.4158360020015,40585.2216446978
No,Yes,1268.2406909193096,11914.57826842875
No,Yes,955.533685819795,14736.720879112805
No,No,1115.8206296409223,27882.809264398187
No,Yes,601.163260610188,22029.19351715553
No,No,1097.6000389451099,52286.43182295371
No,No,1042.7830726466734,45982.96631852868
No,Yes,1321.443052865271,8624.110688742807
No,No,1052.3932601620531,37637.6593074495
No,No,687.9517010624339,27604.07927143022
No,Yes,566.4605126263493,24828.265983565165
No,No,769.4142240379376,35071.1665353159
No,No,955.1353421031998,26372.985815294982
No,No,643.4095264647656,28660.1401685022
No,No,0,42745.30201314053
No,No,437.63606259623464,45384.04745023753
No,No,1278.865641614042,34673.170993202635
No,No,1639.3905719662746,30624.77592849183
No,No,891.6437372657743,36470.82834018614
No,Yes,316.45904831323946,18813.940208835207
No,No,622.9295073871783,48874.55576804608
No,No,107.27752675895522,42287.30286205244
No,Yes,990.5432157739554,12398.49060383948
No,No,0,45659.99570261846
No,No,0,33119.9553306198
No,No,591.21848728877,35287.82458437592
No,Yes,928.0600782656444,21121.844832818573
No,No,304.59922389878216,40785.989177539144
No,No,235.93949768681534,31336.510118597762
No,Yes,1108.0535176809904,10853.23093959845
No,No,687.3063969769955,24563.757675725836
No,No,60.1860361263316,39864.863550390124
No,No,0,34648.9725974223
No,No,272.8932571451151,58730.57286150173
Yes,No,1531.7164593197779,43930.40009556784
No,No,949.6086485133139,47702.57374579843
No,No,561.916178455117,35080.57924382213
No,No,468.1325221969943,25231.346234495733
No,Yes,993.1081699918467,12215.94682180656
No,No,0,31314.69508842318
No,Yes,759.478369178202,12710.720923241235
No,No,1340.787209296528,36440.22832162275
No,Yes,1521.4633955022468,15210.474069456843
No,No,133.74334434970547,30457.016366100368
Yes,No,780.1725691715127,51656.874063774114
No,No,839.9154583495889,22884.793017069012
No,No,913.5058729379034,36670.85422303509
No,No,924.8814414570438,35712.63790575331
No,No,1197.8315046116654,54652.30929843739
No,No,49.209665896013234,30451.152858765956
No,No,970.7160965857931,48387.648617341976
No,No,783.057400540258,54082.42408452224
No,Yes,465.0628886138535,20379.06208952693
No,No,0,39337.7499765406
No,Yes,732.2642675944837,21986.045453650542
No,No,576.0912613440713,37679.69858925232
No,Yes,588.9910562522157,16309.875448561672
No,No,863.1407178311641,43779.477854598474
No,No,857.5757339738806,49675.37031827073
No,No,361.50173106112544,33674.890239337605
No,No,891.1554270666734,36023.085007346104
No,No,918.1222059654469,44738.55603045551
No,No,1335.0280182810616,21150.855944740575
No,No,421.4008434251297,39873.52174453411
No,Yes,743.6361444771281,18883.97150592678
No,No,773.7403724634406,41872.49476260649
No,No,731.3934721696,45251.881920967804
No,No,964.1889226850051,36330.39459860577
No,Yes,350.01518426417874,17657.17265751172
No,No,1206.6613620544897,37125.5913512782
No,No,1051.9475732673898,52888.185096332716
No,No,454.7603706778315,45572.17248448603
No,No,932.6653075355039,42758.6007035183
